path,spoken_language,signed_language,start,end,words,glosses,priority
ase/give.pose,en,ase,0,0,give,give,0
ase/last.pose,en,ase,0,0,last,last,0
ase/meet.pose,en,ase,0,0,meet,meet,0
ase/pink.pose,en,ase,0,0,pink,pink,0
ase/pizza.pose,en,ase,0,0,pizza,pizza,0
ase/play.pose,en,ase,0,0,play,play,0
ase/school.pose,en,ase,0,0,school,school,0
ase/secretary.pose,en,ase,0,0,secretary,secretary,0
ase/short.pose,en,ase,0,0,short,short,0
ase/time.pose,en,ase,0,0,time,time,0
ase/want.pose,en,ase,0,0,want,want,0
ase/work.pose,en,ase,0,0,work,work,0
ase/africa.pose,en,ase,0,0,africa,africa,0
ase/basketball.pose,en,ase,0,0,basketball,basketball,0
ase/birthday.pose,en,ase,0,0,birthday,birthday,0
ase/brown.pose,en,ase,0,0,brown,brown,0
ase/but.pose,en,ase,0,0,but,but,0
ase/cheat.pose,en,ase,0,0,cheat,cheat,0
ase/city.pose,en,ase,0,0,city,city,0
ase/cook.pose,en,ase,0,0,cook,cook,0
ase/decide.pose,en,ase,0,0,decide,decide,0
ase/full.pose,en,ase,0,0,full,full,0
ase/how.pose,en,ase,0,0,how,how,0
ase/jacket.pose,en,ase,0,0,jacket,jacket,0
ase/letter.pose,en,ase,0,0,letter,letter,0
ase/medicine.pose,en,ase,0,0,medicine,medicine,0
ase/need.pose,en,ase,0,0,need,need,0
ase/paint.pose,en,ase,0,0,paint,paint,0
ase/paper.pose,en,ase,0,0,paper,paper,0
ase/pull.pose,en,ase,0,0,pull,pull,0
ase/purple.pose,en,ase,0,0,purple,purple,0
ase/right.pose,en,ase,0,0,right,right,0
ase/same.pose,en,ase,0,0,same,same,0
ase/son.pose,en,ase,0,0,son,son,0
ase/tell.pose,en,ase,0,0,tell,tell,0
ase/thursday.pose,en,ase,0,0,thursday,thursday,0
ase/visit.pose,en,ase,0,0,visit,visit,0
ase/wait.pose,en,ase,0,0,wait,wait,0
ase/water.pose,en,ase,0,0,water,water,0
ase/wife.pose,en,ase,0,0,wife,wife,0
ase/yellow.pose,en,ase,0,0,yellow,yellow,0
ase/backpack.pose,en,ase,0,0,backpack,backpack,0
ase/bar.pose,en,ase,0,0,bar,bar,0
ase/brother.pose,en,ase,0,0,brother,brother,0
ase/cat.pose,en,ase,0,0,cat,cat,0
ase/check.pose,en,ase,0,0,check,check,0
ase/class.pose,en,ase,0,0,class,class,0
ase/cry.pose,en,ase,0,0,cry,cry,0
ase/different.pose,en,ase,0,0,different,different,0
ase/door.pose,en,ase,0,0,door,door,0
ase/green.pose,en,ase,0,0,green,green,0
ase/hair.pose,en,ase,0,0,hair,hair,0
ase/have.pose,en,ase,0,0,have,have,0
ase/headache.pose,en,ase,0,0,headache,headache,0
ase/inform.pose,en,ase,0,0,inform,inform,0
ase/knife.pose,en,ase,0,0,knife,knife,0
ase/laugh.pose,en,ase,0,0,laugh,laugh,0
ase/learn.pose,en,ase,0,0,learn,learn,0
ase/movie.pose,en,ase,0,0,movie,movie,0
ase/rabbit.pose,en,ase,0,0,rabbit,rabbit,0
ase/read.pose,en,ase,0,0,read,read,0
ase/red.pose,en,ase,0,0,red,red,0
ase/room.pose,en,ase,0,0,room,room,0
ase/run.pose,en,ase,0,0,run,run,0
ase/show.pose,en,ase,0,0,show,show,0
ase/sick.pose,en,ase,0,0,sick,sick,0
ase/snow.pose,en,ase,0,0,snow,snow,0
ase/take.pose,en,ase,0,0,take,take,0
ase/tea.pose,en,ase,0,0,tea,tea,0
ase/teacher.pose,en,ase,0,0,teacher,teacher,0
ase/week.pose,en,ase,0,0,week,week,0
ase/why.pose,en,ase,0,0,why,why,0
ase/with.pose,en,ase,0,0,with,with,0
ase/write.pose,en,ase,0,0,write,write,0
ase/yesterday.pose,en,ase,0,0,yesterday,yesterday,0
ase/again.pose,en,ase,0,0,again,again,0
ase/bad.pose,en,ase,0,0,bad,bad,0
ase/ball.pose,en,ase,0,0,ball,ball,0
ase/bathroom.pose,en,ase,0,0,bathroom,bathroom,0
ase/blanket.pose,en,ase,0,0,blanket,blanket,0
ase/buy.pose,en,ase,0,0,buy,buy,0
ase/coffee.pose,en,ase,0,0,coffee,coffee,0
ase/cold.pose,en,ase,0,0,cold,cold,0
ase/college.pose,en,ase,0,0,college,college,0
ase/copy.pose,en,ase,0,0,copy,copy,0
ase/cute.pose,en,ase,0,0,cute,cute,0
ase/daughter.pose,en,ase,0,0,daughter,daughter,0
ase/far.pose,en,ase,0,0,far,far,0
ase/first.pose,en,ase,0,0,first,first,0
ase/friend.pose,en,ase,0,0,friend,friend,0
ase/good.pose,en,ase,0,0,good,good,0
ase/happy.pose,en,ase,0,0,happy,happy,0
ase/home.pose,en,ase,0,0,home,home,0
ase/know.pose,en,ase,0,0,know,know,0
ase/late.pose,en,ase,0,0,late,late,0
ase/leave.pose,en,ase,0,0,leave,leave,0
ase/list.pose,en,ase,0,0,list,list,0
ase/lose.pose,en,ase,0,0,lose,lose,0
ase/name.pose,en,ase,0,0,name,name,0
ase/old.pose,en,ase,0,0,old,old,0
ase/person.pose,en,ase,0,0,person,person,0
ase/police.pose,en,ase,0,0,police,police,0
ase/problem.pose,en,ase,0,0,problem,problem,0
ase/remember.pose,en,ase,0,0,remember,remember,0
ase/share.pose,en,ase,0,0,share,share,0
ase/soon.pose,en,ase,0,0,soon,soon,0
ase/stay.pose,en,ase,0,0,stay,stay,0
ase/sunday.pose,en,ase,0,0,sunday,sunday,0
ase/test.pose,en,ase,0,0,test,test,0
ase/tired.pose,en,ase,0,0,tired,tired,0
ase/trade.pose,en,ase,0,0,trade,trade,0
ase/travel.pose,en,ase,0,0,travel,travel,0
ase/window.pose,en,ase,0,0,window,window,0
ase/you.pose,en,ase,0,0,you,you,0
ase/example.pose,en,ase,0,0,example,example,0
ase/about.pose,en,ase,0,0,about,about,0
ase/approve.pose,en,ase,0,0,approve,approve,0
ase/arrive.pose,en,ase,0,0,arrive,arrive,0
ase/balance.pose,en,ase,0,0,balance,balance,0
ase/banana.pose,en,ase,0,0,banana,banana,0
ase/beard.pose,en,ase,0,0,beard,beard,0
ase/because.pose,en,ase,0,0,because,because,0
ase/boy.pose,en,ase,0,0,boy,boy,0
ase/business.pose,en,ase,0,0,business,business,0
ase/careful.pose,en,ase,0,0,careful,careful,0
ase/center.pose,en,ase,0,0,center,center,0
ase/chat.pose,en,ase,0,0,chat,chat,0
ase/children.pose,en,ase,0,0,children,children,0
ase/christmas.pose,en,ase,0,0,christmas,christmas,0
ase/clock.pose,en,ase,0,0,clock,clock,0
ase/close.pose,en,ase,0,0,close,close,0
ase/convince.pose,en,ase,0,0,convince,convince,0
ase/country.pose,en,ase,0,0,country,country,0
ase/crash.pose,en,ase,0,0,crash,crash,0
ase/day.pose,en,ase,0,0,day,day,0
ase/discuss.pose,en,ase,0,0,discuss,discuss,0
ase/drive.pose,en,ase,0,0,drive,drive,0
ase/fat.pose,en,ase,0,0,fat,fat,0
ase/feel.pose,en,ase,0,0,feel,feel,0
ase/football.pose,en,ase,0,0,football,football,0
ase/future.pose,en,ase,0,0,future,future,0
ase/game.pose,en,ase,0,0,game,game,0
ase/girl.pose,en,ase,0,0,girl,girl,0
ase/please.pose,en,ase,0,0,please,please,0
ase/where.pose,en,ase,0,0,where,where,0
ase/your.pose,en,ase,0,0,your,your,0
ase/nice.pose,en,ase,0,0,nice,nice,0
ase/sorry.pose,en,ase,0,0,sorry,sorry,0
ase/understand.pose,en,ase,0,0,understand,understand,0
ase/when.pose,en,ase,0,0,when,when,0
ase/afternoon.pose,en,ase,0,0,afternoon,afternoon,0
ase/hello.pose,en,ase,0,0,hello,hello,0
ase/morning.pose,en,ase,0,0,morning,morning,0
ase/night.pose,en,ase,0,0,night,night,0
ase/my.pose,en,ase,0,0,my,my,0
ase/goodbye.pose,en,ase,0,0,goodbye,goodbye,0
ase/question.pose,en,ase,0,0,question,question,0
ase/we.pose,en,ase,0,0,we,we,0
ase/welcome.pose,en,ase,0,0,welcome,welcome,0
ase/excuse.pose,en,ase,0,0,excuse,excuse,0
ase/me.pose,en,ase,0,0,me,me,0
ase/they.pose,en,ase,0,0,they,they,0
ase/bye.pose,en,ase,0,0,bye,bye,0
ase/turn.pose,en,ase,0,0,turn,turn,0
ase/way.pose,en,ase,0,0,way,way,0
ase/improve.pose,en,ase,0,0,improve,improve,0
ase/hill.pose,en,ase,0,0,hill,hill,0
ase/middle.pose,en,ase,0,0,middle,middle,0
ase/rest.pose,en,ase,0,0,rest,rest,0
ase/suggest.pose,en,ase,0,0,suggest,suggest,0
ase/send.pose,en,ase,0,0,send,send,0
ase/end.pose,en,ase,0,0,end,end,0
ase/miss.pose,en,ase,0,0,miss,miss,0
ase/there.pose,en,ase,0,0,there,there,0
ase/suppose.pose,en,ase,0,0,suppose,suppose,0
ase/develop.pose,en,ase,0,0,develop,develop,0
ase/chance.pose,en,ase,0,0,chance,chance,0
ase/prepare.pose,en,ase,0,0,prepare,prepare,0
ase/answer.pose,en,ase,0,0,answer,answer,0
ase/avoid.pose,en,ase,0,0,avoid,avoid,0
ase/grateful.pose,en,ase,0,0,grateful,grateful,0
ase/none.pose,en,ase,0,0,none,none,0
ase/offer.pose,en,ase,0,0,offer,offer,0
ase/thing.pose,en,ase,0,0,thing,thing,0
ase/wow.pose,en,ase,0,0,wow,wow,0
ase/break.pose,en,ase,0,0,break,break,0
ase/hour.pose,en,ase,0,0,hour,hour,0
ase/invest.pose,en,ase,0,0,invest,invest,0
ase/or.pose,en,ase,0,0,or,or,0
ase/start.pose,en,ase,0,0,start,start,0
ase/organize.pose,en,ase,0,0,organize,organize,0
ase/motivate.pose,en,ase,0,0,motivate,motivate,0
ase/ride.pose,en,ase,0,0,ride,ride,0
ase/weekend.pose,en,ase,0,0,weekend,weekend,0
ase/bother.pose,en,ase,0,0,bother,bother,0
ase/east.pose,en,ase,0,0,east,east,0
ase/should.pose,en,ase,0,0,should,should,0
ase/visualize.pose,en,ase,0,0,visualize,visualize,0
ase/skip.pose,en,ase,0,0,skip,skip,0
ase/long.pose,en,ase,0,0,long,long,0
ase/stretch.pose,en,ase,0,0,stretch,stretch,0
ase/make.pose,en,ase,0,0,make,make,0
ase/bribe.pose,en,ase,0,0,bribe,bribe,0
ase/email.pose,en,ase,0,0,email,email,0
ase/inspire.pose,en,ase,0,0,inspire,inspire,0
ase/catch.pose,en,ase,0,0,catch,catch,0
ase/to.pose,en,ase,0,0,to,to,0
ase/street.pose,en,ase,0,0,street,street,0
ase/identify.pose,en,ase,0,0,identify,identify,0
ase/earn.pose,en,ase,0,0,earn,earn,0
ase/minute.pose,en,ase,0,0,minute,minute,0
ase/guide.pose,en,ase,0,0,guide,guide,0
ase/freeway.pose,en,ase,0,0,freeway,freeway,0
ase/appreciate.pose,en,ase,0,0,appreciate,appreciate,0
ase/only.pose,en,ase,0,0,only,only,0
ase/empty.pose,en,ase,0,0,empty,empty,0
ase/around.pose,en,ase,0,0,around,around,0
ase/mad.pose,en,ase,0,0,mad,mad,0
ase/through.pose,en,ase,0,0,through,through,0
ase/dirt.pose,en,ase,0,0,dirt,dirt,0
ase/in.pose,en,ase,0,0,in,in,0
ase/stupid.pose,en,ase,0,0,stupid,stupid,0
ase/forgive.pose,en,ase,0,0,forgive,forgive,0
ase/determine.pose,en,ase,0,0,determine,determine,0
ase/borrow.pose,en,ase,0,0,borrow,borrow,0
ase/zero.pose,en,ase,0,0,zero,zero,0
ase/shame.pose,en,ase,0,0,shame,shame,0
ase/while.pose,en,ase,0,0,while,while,0
ase/say.pose,en,ase,0,0,say,say,0
ase/establish.pose,en,ase,0,0,establish,establish,0
ase/once.pose,en,ase,0,0,once,once,0
ase/postpone.pose,en,ase,0,0,postpone,postpone,0
ase/disgusted.pose,en,ase,0,0,disgusted,disgusted,0
ase/on.pose,en,ase,0,0,on,on,0
ase/near.pose,en,ase,0,0,near,near,0
ase/save.pose,en,ase,0,0,save,save,0
ase/ask.pose,en,ase,0,0,ask,ask,0
ase/rush.pose,en,ase,0,0,rush,rush,0
ase/sell.pose,en,ase,0,0,sell,sell,0
ase/nothing.pose,en,ase,0,0,nothing,nothing,0
ase/aim.pose,en,ase,0,0,aim,aim,0
ase/after.pose,en,ase,0,0,after,after,0
ase/lend.pose,en,ase,0,0,lend,lend,0
ase/clueless.pose,en,ase,0,0,clueless,clueless,0
ase/gamble.pose,en,ase,0,0,gamble,gamble,0
ase/order.pose,en,ase,0,0,order,order,0
ase/manage.pose,en,ase,0,0,manage,manage,0
ase/intersection.pose,en,ase,0,0,intersection,intersection,0
ase/reason.pose,en,ase,0,0,reason,reason,0
ase/wander.pose,en,ase,0,0,wander,wander,0
ase/place.pose,en,ase,0,0,place,place,0
ase/south.pose,en,ase,0,0,south,south,0
ase/waste.pose,en,ase,0,0,waste,waste,0
ase/within.pose,en,ase,0,0,within,within,0
ase/dumb.pose,en,ase,0,0,dumb,dumb,0
ase/then.pose,en,ase,0,0,then,then,0
ase/cost.pose,en,ase,0,0,cost,cost,0
ase/get.pose,en,ase,0,0,get,get,0
ase/not.pose,en,ase,0,0,not,not,0
ase/address.pose,en,ase,0,0,address,address,0
ase/and.pose,en,ase,0,0,and,and,0
ase/guess.pose,en,ase,0,0,guess,guess,0
ase/pocket.pose,en,ase,0,0,pocket,pocket,0
ase/explain.pose,en,ase,0,0,explain,explain,0
ase/provide.pose,en,ase,0,0,provide,provide,0
ase/up.pose,en,ase,0,0,up,up,0
ase/road.pose,en,ase,0,0,road,road,0
ase/highway.pose,en,ase,0,0,highway,highway,0
ase/push.pose,en,ase,0,0,push,push,0
ase/beside.pose,en,ase,0,0,beside,beside,0
ase/sit.pose,en,ase,0,0,sit,sit,0
ase/bridge.pose,en,ase,0,0,bridge,bridge,0
ase/attract.pose,en,ase,0,0,attract,attract,0
ase/dollar.pose,en,ase,0,0,dollar,dollar,0
ase/pray.pose,en,ase,0,0,pray,pray,0
ase/solve.pose,en,ase,0,0,solve,solve,0
ase/ahead.pose,en,ase,0,0,ahead,ahead,0
ase/think.pose,en,ase,0,0,think,think,0
ase/wish.pose,en,ase,0,0,wish,wish,0
ase/any.pose,en,ase,0,0,any,any,0
ase/bus.pose,en,ase,0,0,bus,bus,0
ase/aid.pose,en,ase,0,0,aid,aid,0
ase/few.pose,en,ase,0,0,few,few,0
ase/next.pose,en,ase,0,0,next,next,0
ase/kill.pose,en,ase,0,0,kill,kill,0
ase/silly.pose,en,ase,0,0,silly,silly,0
ase/teach.pose,en,ase,0,0,teach,teach,0
ase/bicycle.pose,en,ase,0,0,bicycle,bicycle,0
ase/beginning.pose,en,ase,0,0,beginning,beginning,0
ase/one.pose,en,ase,0,0,one,one,0
ase/pay.pose,en,ase,0,0,pay,pay,0
ase/quit.pose,en,ase,0,0,quit,quit,0
ase/admit.pose,en,ase,0,0,admit,admit,0
ase/car.pose,en,ase,0,0,car,car,0
ase/mean.pose,en,ase,0,0,mean,mean,0
ase/north.pose,en,ase,0,0,north,north,0
ase/shout.pose,en,ase,0,0,shout,shout,0
ase/bring.pose,en,ase,0,0,bring,bring,0
ase/benefit.pose,en,ase,0,0,benefit,benefit,0
ase/willing.pose,en,ase,0,0,willing,willing,0
ase/terrible.pose,en,ase,0,0,terrible,terrible,0
ase/assist.pose,en,ase,0,0,assist,assist,0
ase/fix.pose,en,ase,0,0,fix,fix,0
ase/will.pose,en,ase,0,0,will,will,0
ase/see.pose,en,ase,0,0,see,see,0
ase/enough.pose,en,ase,0,0,enough,enough,0
ase/sad.pose,en,ase,0,0,sad,sad,0
ase/half.pose,en,ase,0,0,half,half,0
ase/support.pose,en,ase,0,0,support,support,0
ase/ready.pose,en,ase,0,0,ready,ready,0
ase/since.pose,en,ase,0,0,since,since,0
ase/this.pose,en,ase,0,0,this,this,0
ase/awful.pose,en,ase,0,0,awful,awful,0
ase/ignore.pose,en,ase,0,0,ignore,ignore,0
ase/another.pose,en,ase,0,0,another,another,0
ase/find.pose,en,ase,0,0,find,find,0
ase/if.pose,en,ase,0,0,if,if,0
ase/behind.pose,en,ase,0,0,behind,behind,0
ase/doubt.pose,en,ase,0,0,doubt,doubt,0
ase/recover.pose,en,ase,0,0,recover,recover,0
ase/bless.pose,en,ase,0,0,bless,bless,0
ase/over.pose,en,ase,0,0,over,over,0
ase/finance.pose,en,ase,0,0,finance,finance,0
ase/geography.pose,en,ase,0,0,geography,geography,0
ase/invite.pose,en,ase,0,0,invite,invite,0
ase/wonder.pose,en,ase,0,0,wonder,wonder,0
ase/either.pose,en,ase,0,0,either,either,0
ase/out.pose,en,ase,0,0,out,out,0
ase/refuse.pose,en,ase,0,0,refuse,refuse,0
ase/until.pose,en,ase,0,0,until,until,0
ase/upset.pose,en,ase,0,0,upset,upset,0
ase/wallet.pose,en,ase,0,0,wallet,wallet,0
ase/warn.pose,en,ase,0,0,warn,warn,0
ase/from.pose,en,ase,0,0,from,from,0
ase/try.pose,en,ase,0,0,try,try,0
ase/build.pose,en,ase,0,0,build,build,0
ase/t.pose,en,ase,0,0,t,t,0
ase/pity.pose,en,ase,0,0,pity,pity,0
ase/each.pose,en,ase,0,0,each,each,0
ase/penny.pose,en,ase,0,0,penny,penny,0
ase/without.pose,en,ase,0,0,without,without,0
ase/educate.pose,en,ase,0,0,educate,educate,0
ase/maybe.pose,en,ase,0,0,maybe,maybe,0
ase/somewhere.pose,en,ase,0,0,somewhere,somewhere,0
ase/encourage.pose,en,ase,0,0,encourage,encourage,0
ase/prevent.pose,en,ase,0,0,prevent,prevent,0
ase/introduce.pose,en,ase,0,0,introduce,introduce,0
ase/pause.pose,en,ase,0,0,pause,pause,0
ase/angry.pose,en,ase,0,0,angry,angry,0
ase/hurry.pose,en,ase,0,0,hurry,hurry,0
ase/scold.pose,en,ase,0,0,scold,scold,0
ase/money.pose,en,ase,0,0,money,money,0
ase/able.pose,en,ase,0,0,able,able,0
ase/keep.pose,en,ase,0,0,keep,keep,0
ase/misunderstand.pose,en,ase,0,0,misunderstand,misunderstand,0
ase/really.pose,en,ase,0,0,really,really,0
ase/here.pose,en,ase,0,0,here,here,0
ase/stand.pose,en,ase,0,0,stand,stand,0
ase/front.pose,en,ase,0,0,front,front,0
ase/worry.pose,en,ase,0,0,worry,worry,0
ase/away.pose,en,ase,0,0,away,away,0
ase/sure.pose,en,ase,0,0,sure,sure,0
ase/down.pose,en,ase,0,0,down,down,0
ase/correct.pose,en,ase,0,0,correct,correct,0
ase/agree.pose,en,ase,0,0,agree,agree,0
ase/during.pose,en,ase,0,0,during,during,0
ase/hope.pose,en,ase,0,0,hope,hope,0
ase/accomplish.pose,en,ase,0,0,accomplish,accomplish,0
ase/busy.pose,en,ase,0,0,busy,busy,0
ase/put.pose,en,ase,0,0,put,put,0
ase/opposite.pose,en,ase,0,0,opposite,opposite,0
ase/rude.pose,en,ase,0,0,rude,rude,0
ase/period.pose,en,ase,0,0,period,period,0
ase/disagree.pose,en,ase,0,0,disagree,disagree,0
ase/profit.pose,en,ase,0,0,profit,profit,0
ase/inside.pose,en,ase,0,0,inside,inside,0
ase/motorcycle.pose,en,ase,0,0,motorcycle,motorcycle,0
ase/promote.pose,en,ase,0,0,promote,promote,0
ase/stuck.pose,en,ase,0,0,stuck,stuck,0
ase/expensive.pose,en,ase,0,0,expensive,expensive,0
ase/traffic.pose,en,ase,0,0,traffic,traffic,0
ase/dime.pose,en,ase,0,0,dime,dime,0
ase/connect.pose,en,ase,0,0,connect,connect,0
ase/west.pose,en,ase,0,0,west,west,0
ase/vacation.pose,en,ase,0,0,vacation,vacation,0
ase/gather.pose,en,ase,0,0,gather,gather,0
ase/for.pose,en,ase,0,0,for,for,0
ase/thankful.pose,en,ase,0,0,thankful,thankful,0
ase/afraid.pose,en,ase,0,0,afraid,afraid,0
ase/path.pose,en,ase,0,0,path,path,0
ase/necessary.pose,en,ase,0,0,necessary,necessary,0
ase/left.pose,en,ase,0,0,left,left,0
ase/value.pose,en,ase,0,0,value,value,0
ase/past.pose,en,ase,0,0,past,past,0
ase/month.pose,en,ase,0,0,month,month,0
ase/come.pose,en,ase,0,0,come,come,0
ase/off.pose,en,ase,0,0,off,off,0
ase/price.pose,en,ase,0,0,price,price,0
ase/tomorrow.pose,en,ase,0,0,tomorrow,tomorrow,0
ase/bottom.pose,en,ase,0,0,bottom,bottom,0
ase/corner.pose,en,ase,0,0,corner,corner,0
ase/outside.pose,en,ase,0,0,outside,outside,0
ase/reduce.pose,en,ase,0,0,reduce,reduce,0
ase/straight.pose,en,ase,0,0,straight,straight,0
ase/journey.pose,en,ase,0,0,journey,journey,0
ase/stop.pose,en,ase,0,0,stop,stop,0
ase/whatever.pose,en,ase,0,0,whatever,whatever,0
ase/river.pose,en,ase,0,0,river,river,0
ase/thank_you.pose,en,ase,0,0,thank you,thank you,0
ase/confused.pose,en,ase,0,0,confused,confused,0
ase/hug.pose,en,ase,0,0,hug,hug,0
ase/much.pose,en,ase,0,0,much,much,0
ase/trip.pose,en,ase,0,0,trip,trip,0
ase/resist.pose,en,ase,0,0,resist,resist,0
ase/assume.pose,en,ase,0,0,assume,assume,0
ase/scared.pose,en,ase,0,0,scared,scared,0
ase/discover.pose,en,ase,0,0,discover,discover,0
ase/allow.pose,en,ase,0,0,allow,allow,0
ase/world.pose,en,ase,0,0,world,world,0
ase/create.pose,en,ase,0,0,create,create,0
ase/recognize.pose,en,ase,0,0,recognize,recognize,0
ase/let.pose,en,ase,0,0,let,let,0
ase/interrupt.pose,en,ase,0,0,interrupt,interrupt,0
ase/that.pose,en,ase,0,0,that,that,0
ase/back.pose,en,ase,0,0,back,back,0
ase/effort.pose,en,ase,0,0,effort,effort,0
ase/house.pose,en,ase,0,0,house,house,0
ase/every.pose,en,ase,0,0,every,every,0
ase/continue.pose,en,ase,0,0,continue,continue,0
ase/gone.pose,en,ase,0,0,gone,gone,0
ase/a.pose,en,ase,0,0,a,a,0
ase/contribute.pose,en,ase,0,0,contribute,contribute,0
ase/protect.pose,en,ase,0,0,protect,protect,0
ase/ok.pose,en,ase,0,0,ok,ok,0
ase/side.pose,en,ase,0,0,side,side,0
ase/across.pose,en,ase,0,0,across,across,0
ase/bike.pose,en,ase,0,0,bike,bike,0
ase/town.pose,en,ase,0,0,town,town,0
ase/better.pose,en,ase,0,0,better,better,0
ase/anyway.pose,en,ase,0,0,anyway,anyway,0
ase/second.pose,en,ase,0,0,second,second,0
ase/truck.pose,en,ase,0,0,truck,truck,0
ase/subway.pose,en,ase,0,0,subway,subway,0
ase/move.pose,en,ase,0,0,move,move,0
ase/cheap.pose,en,ase,0,0,cheap,cheap,0
ase/believe.pose,en,ase,0,0,believe,believe,0
